duration,credit_amt,installment_rate,pres_res_since,num_exist_credits,num_ppl,status_A11,status_A12,status_A14,status_A13,credit_history_A34,credit_history_A32,credit_history_A33,credit_history_A30,credit_history_A31,purpose_A43,purpose_A46,purpose_A42,purpose_A40,purpose_A41,purpose_A49,purpose_A44,purpose_A45,purpose_A410,purpose_A48,savings_acct_bonds_A65,savings_acct_bonds_A61,savings_acct_bonds_A63,savings_acct_bonds_A64,savings_acct_bonds_A62,present_unemployed_since_A75,present_unemployed_since_A73,present_unemployed_since_A74,present_unemployed_since_A71,present_unemployed_since_A72,other_debtors_A101,other_debtors_A103,other_debtors_A102,property_A121,property_A122,property_A124,property_A123,other_installment_A143,other_installment_A141,other_installment_A142,housing_A152,housing_A153,housing_A151,job_A173,job_A172,job_A174,job_A171,has_phone_A192,has_phone_A191,foreign_worker_A201,foreign_worker_A202,sex,age_geq_median,target
-0.7509615815577972,-0.6396182954984457,0.893757192627877,-1.6962489962319254,-0.726325757457574,-0.4294272884924162,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
0.24485822445254227,-0.47387146322607365,0.893757192627877,1.0366606713885116,1.001979508781834,-0.4294272884924162,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
0.24485822445254227,-0.12332230603396353,-0.8892432674125847,-1.6962489962319254,-0.726325757457574,-0.4294272884924162,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
0.742768127457712,0.4781840939479854,-0.8892432674125847,-0.785279107025113,1.001979508781834,-0.4294272884924162,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
1.2406780304628817,-0.1556806897747737,0.893757192627877,1.0366606713885116,1.001979508781834,-0.4294272884924162,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
0.24485822445254227,1.100543674562901,0.893757192627877,-0.785279107025113,1.001979508781834,-0.4294272884924162,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
1.2406780304628817,0.03199793592192526,0.893757192627877,-0.785279107025113,-0.726325757457574,-0.4294272884924162,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1
-0.6679765977236023,-0.5234876516286492,0.002256962607646166,-1.6962489962319254,1.001979508781834,-0.4294272884924162,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
-0.9169315492261872,-0.659752400937172,0.002256962607646166,-0.785279107025113,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1
0.24485822445254227,0.3552222357329068,-1.7807434974328156,1.0366606713885116,2.730284775021242,-0.4294272884924162,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
-0.7509615815577972,0.9161008872402829,-0.8892432674125847,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1
-1.2488714845629671,-0.914664557295332,-0.8892432674125847,-0.785279107025113,-0.726325757457574,-0.4294272884924162,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
0.742768127457712,0.20817135851078059,-0.8892432674125847,-1.6962489962319254,-0.726325757457574,-0.4294272884924162,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
-0.7509615815577972,-0.47387146322607365,0.893757192627877,1.0366606713885116,2.730284775021242,-0.4294272884924162,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1
-0.7509615815577972,-0.5454194450529761,0.002256962607646166,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
0.49381317595512714,-0.26354196891080756,0.893757192627877,-0.785279107025113,1.001979508781834,-0.4294272884924162,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
1.2406780304628817,0.2649782988557584,0.002256962607646166,-0.785279107025113,-0.726325757457574,-0.4294272884924162,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1
-0.2530516785526275,-0.008629812552647505,-0.8892432674125847,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1
-0.9999165330603822,-0.6486067354264485,0.002256962607646166,-0.785279107025113,1.001979508781834,-0.4294272884924162,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
-0.7509615815577972,-0.7032564501887056,0.002256962607646166,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
-0.2530516785526275,-0.01438241410656931,-1.7807434974328156,0.1256907821816993,-0.726325757457574,-0.4294272884924162,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1
0.24485822445254227,-0.5429026818731353,0.893757192627877,-0.785279107025113,1.001979508781834,-0.4294272884924162,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
0.24485822445254227,-0.11828877967428195,0.002256962607646166,1.0366606713885116,-0.726325757457574,2.328682938410095,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1
0.24485822445254227,-0.720514254850471,0.893757192627877,-0.785279107025113,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
-0.7509615815577972,-0.6320680059589233,0.893757192627877,-1.6962489962319254,1.001979508781834,2.328682938410095,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
-0.5020066300552124,-0.6712576040450157,0.893757192627877,-0.785279107025113,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1
-0.2530516785526275,-0.23477896114119853,0.893757192627877,1.0366606713885116,1.001979508781834,-0.4294272884924162,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0
0.742768127457712,0.9053147593266796,0.893757192627877,-0.785279107025113,1.001979508781834,-0.4294272884924162,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
-0.9169315492261872,-0.888777850302684,0.893757192627877,1.0366606713885116,1.001979508781834,-0.4294272884924162,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1
0.24485822445254227,0.6651436444504442,0.002256962607646166,0.1256907821816993,2.730284775021242,-0.4294272884924162,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1
-0.08708171088423759,0.3663679012436303,-1.7807434974328156,1.0366606713885116,1.001979508781834,-0.4294272884924162,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
-0.9169315492261872,-0.14561363705541053,-1.7807434974328156,-0.785279107025113,-0.726325757457574,2.328682938410095,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
-0.2530516785526275,-0.21356624291111187,0.893757192627877,-0.785279107025113,-0.726325757457574,-0.4294272884924162,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
1.2406780304628817,2.740394655027736,-0.8892432674125847,-0.785279107025113,1.001979508781834,2.328682938410095,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1
-0.5020066300552124,-0.6651454648939737,-0.8892432674125847,1.0366606713885116,-0.726325757457574,-0.4294272884924162,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
0.24485822445254227,-0.46308533531247026,0.893757192627877,1.0366606713885116,1.001979508781834,-0.4294272884924162,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
0.24485822445254227,-0.06615582809186557,0.893757192627877,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
-0.2530516785526275,-0.28044023597545287,0.893757192627877,-1.6962489962319254,-0.726325757457574,-0.4294272884924162,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
-1.2488714845629671,-0.9279674483887762,-1.7807434974328156,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1
3.232317642483561,1.453969132531972,0.893757192627877,1.0366606713885116,-0.726325757457574,-0.4294272884924162,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
-1.2488714845629671,-0.9955605166473575,0.002256962607646166,0.1256907821816993,-0.726325757457574,-0.4294272884924162,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
0.5767981597893221,1.6434454462142714,0.002256962607646166,1.0366606713885116,1.001979508781834,2.328682938410095,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1
-0.6679765977236023,-0.41418822210413486,-0.8892432674125847,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
0.24485822445254227,1.619715964804344,-0.8892432674125847,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
-0.7509615815577972,-0.3998067182193304,0.002256962607646166,-1.6962489962319254,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1
-0.7509615815577972,-0.5015558582043224,0.893757192627877,-1.6962489962319254,-0.726325757457574,-0.4294272884924162,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
-0.2530516785526275,1.117441941627546,-0.8892432674125847,-1.6962489962319254,-0.726325757457574,-0.4294272884924162,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1
-0.7509615815577972,0.12116326000771326,-0.8892432674125847,-0.785279107025113,-0.726325757457574,2.328682938410095,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
-0.2530516785526275,-0.6007882350094735,0.893757192627877,1.0366606713885116,1.001979508781834,-0.4294272884924162,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1
-0.2530516785526275,1.530910178315676,-1.7807434974328156,1.0366606713885116,-0.726325757457574,2.328682938410095,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
-1.2488714845629671,-0.6486067354264485,-1.7807434974328156,-0.785279107025113,1.001979508781834,2.328682938410095,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
-1.2488714845629671,-0.7920622366773735,0.893757192627877,-1.6962489962319254,1.001979508781834,-0.4294272884924162,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1
-0.7509615815577972,-0.4404344666939031,0.893757192627877,-0.785279107025113,-0.726325757457574,-0.4294272884924162,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
0.24485822445254227,0.13230892551843676,-0.8892432674125847,1.0366606713885116,1.001979508781834,-0.4294272884924162,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
-0.7509615815577972,-0.7183570292677505,0.893757192627877,1.0366606713885116,1.001979508781834,-0.4294272884924162,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1
-1.2488714845629671,-0.9301246739714969,0.002256962607646166,1.0366606713885116,1.001979508781834,-0.4294272884924162,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
0.24485822445254227,0.033076548713285595,0.893757192627877,-0.785279107025113,-0.726325757457574,-0.4294272884924162,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
0.24485822445254227,1.1382951222605127,-0.8892432674125847,1.0366606713885116,1.001979508781834,2.328682938410095,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
-0.7509615815577972,-0.47423100082319375,-0.8892432674125847,-0.785279107025113,1.001979508781834,-0.4294272884924162,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
-0.004096727050042632,-0.6043836109806746,0.893757192627877,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1
-0.5020066300552124,0.7446014534139891,-1.7807434974328156,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
1.7385879334680516,1.664298626847238,-0.8892432674125847,1.0366606713885116,-0.726325757457574,2.328682938410095,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1
-0.9169315492261872,-0.6989419990232644,0.893757192627877,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
-0.2530516785526275,0.2225528623955851,-0.8892432674125847,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
1.7385879334680516,0.5547656021345695,0.893757192627877,1.0366606713885116,-0.726325757457574,-0.4294272884924162,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1
-0.8339465653919923,-0.7546703265768818,0.893757192627877,1.0366606713885116,2.730284775021242,-0.4294272884924162,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1
-0.7509615815577972,-0.10210958780387687,0.893757192627877,0.1256907821816993,1.001979508781834,-0.4294272884924162,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
-0.7509615815577972,0.5716638691992147,0.002256962607646166,1.0366606713885116,1.001979508781834,-0.4294272884924162,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
0.24485822445254227,-0.2926645142775367,0.893757192627877,1.0366606713885116,-0.726325757457574,-0.4294272884924162,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
-0.7509615815577972,-0.6619096265198927,0.893757192627877,-0.785279107025113,1.001979508781834,-0.4294272884924162,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
